Date,Close,Open_lag1,High_lag1,Low_lag1,Close_lag1,Adj Close_lag1,Volume_lag1,AROONOSC_lag1,RSI_lag1,RSI1_lag1,DX_lag1,AD_lag1,OBV_lag1,ATR_lag1,NATR_lag1,TRANGE_lag1,CDLENGULFING_lag1,CDLHANGINGMAN_lag1,CDLSHOOTINGSTAR_lag1,CDLHAMMER_lag1,
02/10/2018,6556.100098,6619.850098,6653.299805,6549.080078,6589.620117,6589.620117,4000970000,50,49.85156927,50.25337276,41.70586423,2.29132E+11,1.50766E+11,153.0854341,2.684257535,176.8823745,0,0,0,0,
03/10/2018,6502.589844,6593.240234,6611.839844,6537.899902,6556.100098,6556.100098,3979260000,33.33333333,45.38069487,46.62022306,57.39557173,2.27112E+11,1.46787E+11,139.8945186,2.585826041,169.5293436,0,0,0,0,
04/10/2018,6576.689941,6553.859863,6571.459961,6454.029785,6502.589844,6502.589844,3887310000,-83.33333333,38.72727972,41.08785477,91.54357624,2.2644E+11,1.429E+11,136.1504615,2.549875949,165.8079745,0,0,0,0,
05/10/2018,6622.47998,6497.910156,6603.310059,6497.910156,6576.689941,6576.689941,3838410000,-83.33333333,50.73087503,50.5654083,19.06307404,2.28339E+11,1.46738E+11,131.0253683,2.455537871,161.4931122,1,0,0,0,
06/10/2018,6588.310059,6574.149902,6623.620117,6557.410156,6622.47998,6622.47998,3671500000,-33.33333333,56.9803626,55.7030547,19.69285743,2.31884E+11,1.5041E+11,120.2228004,2.33578921,154.6871728,0,0,0,0,
07/10/2018,6602.950195,6622.450195,6628.540039,6577.799805,6588.310059,6588.310059,3259740000,-33.33333333,51.16836631,51.08122124,30.6323047,2.29975E+11,1.4715E+11,108.6423727,2.235207362,147.2623915,0,0,0,0,
08/10/2018,6652.22998,6590.680176,6641.490234,6557.040039,6602.950195,6602.950195,3306630000,-33.33333333,53.60160903,53.0293161,39.2286357,2.30264E+11,1.50457E+11,104.6103432,2.16230324,142.775806,0,0,0,0,
09/10/2018,6642.640137,6600.189941,6675.060059,6576.040039,6652.22998,6652.22998,3979460000,83.33333333,61.37570151,59.38157305,48.99263761,2.32408E+11,1.54436E+11,103.6786226,2.099301935,139.6503927,0,0,0,0,
10/10/2018,6585.529785,6653.080078,6661.410156,6606.939941,6642.640137,6642.640137,3580810000,83.33333333,59.06470754,57.61265158,48.99263761,2.33521E+11,1.50855E+11,95.47722127,2.010738073,133.5660943,0,0,0,0,
11/10/2018,6256.240234,6640.290039,6640.290039,6538.959961,6585.529785,6585.529785,3787650000,66.66666667,46.54123439,47.73330066,75.70478423,2.33215E+11,1.47068E+11,96.84438036,1.995760252,131.4313858,0,0,0,0,
12/10/2018,6274.580078,6586.740234,6586.740234,6243.740234,6256.240234,6256.240234,5181640000,-50,18.86523499,22.16537385,97.06196524,2.28411E+11,1.41886E+11,137.870317,2.342356179,146.5434297,0,0,0,0,
13/10/2018,6285.990234,6239.25,6328.5,6236.470215,6274.580078,6274.580078,3783500000,-66.66666667,21.96654499,24.78327323,97.18389029,2.27761E+11,1.45669E+11,130.2302283,2.273452505,142.6495979,0,0,0,0,
14/10/2018,6290.930176,6278.080078,6308.509766,6259.810059,6285.990234,6285.990234,3064030000,-66.66666667,24.13163583,26.57578561,97.18389029,2.27991E+11,1.48733E+11,116.6418081,2.162569243,135.9388915,0,0,0,0,
15/10/2018,6596.540039,6288.490234,6363.209961,6280.149902,6290.930176,6290.930176,3085320000,-66.66666667,25.20971811,27.44909388,12.32227507,2.25707E+11,1.51819E+11,111.0448499,2.100831328,132.161832,0,0,-1,0,
16/10/2018,6596.109863,6292.640137,6965.060059,6258.680176,6596.540039,6596.540039,7370770000,50,63.60421987,60.96183769,93.36815528,2.25387E+11,1.5919E+11,210.2673554,2.625276372,173.177407,0,0,0,0,
17/10/2018,6544.430176,6601.410156,6673.589844,6571.370117,6596.109863,6596.109863,4074800000,50,63.54911459,60.91562925,93.36815528,2.23285E+11,1.55115E+11,192.2594172,2.548608267,168.1090013,0,0,0,0,
18/10/2018,6476.709961,6590.52002,6601.209961,6517.450195,6544.430176,6544.430176,4088420000,50,56.49312338,55.06552378,45.25251726,2.2183E+11,1.51026E+11,174.176142,2.476671788,162.0840559,0,0,0,0,
19/10/2018,6465.410156,6542.330078,6567.540039,6450.040039,6476.709961,6476.709961,3924080000,50,48.0958906,48.01590944,10.45776038,2.19687E+11,1.47102E+11,164.7301183,2.453398121,158.8994805,0,0,0,0,
20/10/2018,6489.189941,6478.069824,6493.680176,6445.310059,6465.410156,6465.410156,3578870000,0,46.70579326,46.84834926,15.03112205,2.19083E+11,1.43523E+11,145.3367848,2.335575351,151.0045259,0,0,0,1,
21/10/2018,6482.350098,6460.919922,6497.720215,6449,6489.189941,6489.189941,3379130000,0,50.33106314,49.84276101,5.800098095,2.21279E+11,1.46902E+11,129.2340231,2.214428997,143.6985037,1,0,0,0,
22/10/2018,6487.160156,6490.089844,6556.379883,6476,6482.350098,6482.350098,3253610000,0,49.17644865,48.91796032,68.23140473,2.18539E+11,1.43649E+11,121.0916664,2.146995194,139.1757451,0,0,0,0,
23/10/2018,6475.740234,6486.049805,6543.799805,6462.97998,6487.160156,6487.160156,3672860000,-50,50.14166376,49.68391638,28.35995112,2.17064E+11,1.47322E+11,114.3796927,2.081148943,135.007465,0,0,0,0,
24/10/2018,6495.839844,6472.359863,6506.009766,6451.27002,6475.740234,6475.740234,3716150000,-33.33333333,47.56790892,47.70267269,10.00577644,2.1667E+11,1.43606E+11,104.4397016,1.996282307,129.2740565,0,0,0,0,
25/10/2018,6476.290039,6478.890137,6521.990234,6468.859863,6495.839844,6495.839844,3424670000,-16.66666667,52.69617368,51.66082569,39.41709996,2.16724E+11,1.4703E+11,95.88814652,1.906377387,123.8352218,0,0,-1,0,
26/10/2018,6474.75,6484.649902,6504.649902,6447.029785,6476.290039,6476.290039,3230550000,33.33333333,47.29682583,47.57488182,37.4099055,2.16774E+11,1.438E+11,89.51014163,1.839101875,119.1055715,0,0,0,0,
27/10/2018,6480.379883,6468.439941,6498.290039,6449.609863,6474.75,6474.75,3306050000,-66.66666667,46.84311561,47.23156154,37.4099055,2.16883E+11,1.40494E+11,82.70514732,1.761846961,114.0751861,0,0,0,0,
28/10/2018,6486.390137,6480.839844,6507.410156,6453.529785,6480.379883,6480.379883,3393250000,-66.66666667,48.98972532,48.80715938,28.46512299,2.16872E+11,1.43887E+11,77.90101795,1.693967922,109.7755565,0,0,0,0,
29/10/2018,6332.629883,6482.660156,6502.279785,6447.910156,6486.390137,6486.390137,3445190000,-50,51.49883943,50.64269505,19.24492232,2.18303E+11,1.47332E+11,73.97911978,1.631384915,105.8179902,0,0,0,0,
30/10/2018,6334.27002,6492.350098,6503.600098,6306.990234,6332.629883,6332.629883,4199910000,-83.33333333,20.51694532,24.4630935,95.88529896,2.15199E+11,1.43132E+11,94.41757703,1.773404195,112.303124,-1,0,0,0,
31/10/2018,6317.609863,6337.040039,6364.990234,6310.140137,6334.27002,6334.27002,3781100000,-83.33333333,21.12433966,24.94593346,95.88529896,2.14744E+11,1.46913E+11,87.82299713,1.708157942,108.1993364,0,0,0,0,
01/11/2018,6377.779785,6336.990234,6349.160156,6316.879883,6317.609863,6317.609863,4191240000,-33.33333333,19.324307,23.18931389,95.88529896,2.10743E+11,1.42722E+11,78.56587652,1.626826417,102.7765462,0,0,0,0,
02/11/2018,6388.439941,6318.140137,6547.140137,6311.830078,6377.779785,6377.779785,3789400000,50,41.08251289,40.76472628,83.20975863,2.09077E+11,1.46511E+11,104.6899069,1.75991065,112.2432256,0,0,0,0,
03/11/2018,6361.259766,6378.919922,6396.859863,6327.379883,6388.439941,6388.439941,4234870000,50,44.2775503,43.43974103,83.20975863,2.12286E+11,1.50746E+11,98.8215858,1.709160752,109.1887081,0,0,0,0,
04/11/2018,6376.129883,6387.240234,6400.069824,6342.370117,6361.259766,6361.259766,3658640000,50,37.97645447,38.29541962,84.14961202,2.11023E+11,1.47088E+11,91.96793934,1.658648227,105.5109223,0,0,0,0,
05/11/2018,6419.660156,6365.470215,6388.629883,6294.569824,6376.129883,6376.129883,4390020000,-50,43.27604572,42.63174096,30.95534698,2.14246E+11,1.51478E+11,92.31662588,1.641952178,104.6930035,0,0,0,0,
06/11/2018,6461.009766,6363.620117,6480.589844,6363.620117,6419.660156,6419.660156,4174800000,-50,56.37135501,53.73561736,61.54067776,2.14071E+11,1.55652E+11,96.42547599,1.644478208,105.5699123,0,0,0,0,
07/11/2018,6530.140137,6433.379883,6463.549805,6408.160156,6461.009766,6461.009766,4700040000,-50,65.46055863,61.90668061,61.54067776,2.1834E+11,1.60353E+11,89.5861714,1.578477845,101.9856077,0,0,0,0,
08/11/2018,6453.720215,6468.5,6552.160156,6468.310059,6530.140137,6530.140137,4941260000,50,75.64142454,71.66707689,89.66802635,2.20686E+11,1.65294E+11,89.8468746,1.549915646,101.2116637,0,0,0,0,
09/11/2018,6385.620117,6522.27002,6536.919922,6438.529785,6453.720215,6453.720215,4665260000,50,54.37876112,53.86687572,27.1584446,2.17462E+11,1.60629E+11,91.27075162,1.565145725,101.010126,0,0,0,0,
10/11/2018,6409.220215,6442.600098,6456.459961,6373.370117,6385.620117,6385.620117,4346820000,50,41.81071087,42.81190275,47.93333567,2.14396E+11,1.56282E+11,89.90726698,1.561792027,99.73010585,0,0,0,0,
11/11/2018,6411.27002,6386.129883,6437.279785,6385.310059,6409.220215,6409.220215,3705320000,50,46.91309678,47.19353429,47.93333567,2.14101E+11,1.59987E+11,83.58434358,1.502813868,96.31865019,0,0,0,0,
12/11/2018,6371.27002,6413.629883,6423.25,6350.169922,6411.27002,6411.27002,3939060000,-66.66666667,47.39387687,47.60035591,77.10237741,2.16748E+11,1.63926E+11,81.83363267,1.476443074,94.65875218,0,0,0,0,
13/11/2018,6359.490234,6411.759766,6434.209961,6360.470215,6371.27002,6371.27002,4295770000,-66.66666667,39.10146494,40.49741063,31.23940373,2.13711E+11,1.5963E+11,80.48465157,1.46226007,93.16453746,0,0,0,0,
14/11/2018,5738.350098,6373.189941,6395.27002,6342.669922,6359.490234,6359.490234,4503800000,-100,36.824511,38.52241585,62.65394378,2.12087E+11,1.55127E+11,75.83722592,1.419407439,90.26707748,0,0,0,0,
15/11/2018,5648.029785,6351.240234,6371.549805,5544.089844,5738.350098,5738.350098,7398940000,-100,7.860697108,9.630330293,99.11066533,2.08162E+11,1.47728E+11,201.1076818,2.490676058,142.923712,0,0,0,0,
16/11/2018,5575.549805,5736.149902,5774.819824,5358.379883,5648.029785,5648.029785,7032140000,-100,6.912053788,8.543317731,99.38836348,2.10913E+11,1.40695E+11,236.9963917,2.876411629,162.4605855,0,0,0,0,
17/11/2018,5554.330078,5645.319824,5657.02002,5498.939941,5575.549805,5575.549805,5279320000,-83.33333333,6.192413124,7.726788339,99.38836348,2.1075E+11,1.35416E+11,223.8436728,2.908191978,162.1476922,0,0,0,0,
18/11/2018,5623.540039,5578.580078,5578.580078,5519.560059,5554.330078,5554.330078,4303150000,-50,5.973903898,7.482523008,99.38836348,2.11517E+11,1.31113E+11,196.3730639,2.786680439,154.7814298,0,0,0,1,
19/11/2018,4871.490234,5559.740234,5653.609863,5559.740234,5623.540039,5623.540039,4159680000,-50,17.38387964,17.41667478,0.76449452,2.13012E+11,1.35273E+11,180.1908508,2.681887665,150.8170266,0,0,0,0,
20/11/2018,4451.870117,5620.779785,5620.779785,4842.910156,4871.490234,4871.490234,7039560000,-100,6.731872557,7.376099812,90.49202859,2.0649E+11,1.28233E+11,280.2640228,4.019379077,195.8036592,0,0,0,0,
21/11/2018,4602.169922,4863.930176,4951.609863,4272.109863,4451.870117,4451.870117,8428290000,-100,4.773444694,5.363362898,96.10695344,2.02521E+11,1.19805E+11,346.8033523,5.174306343,230.3533978,0,0,0,0,
22/11/2018,4365.939941,4465.540039,4675.72998,4343.97998,4602.169922,4602.169922,6120120000,-83.33333333,15.35731451,15.0499897,96.10695344,2.05927E+11,1.25925E+11,344.2944603,5.162695344,237.5960123,0,0,0,0,
23/11/2018,4347.109863,4611.569824,4629.640137,4365.640137,4365.939941,4365.939941,4569370000,-66.66666667,12.69592416,12.67166872,96.10695344,2.01368E+11,1.21356E+11,330.9120502,5.485233755,239.4820114,-1,0,0,0,
24/11/2018,3880.76001,4360.700195,4396.419922,4195.680176,4347.109863,4347.109863,4871490000,-83.33333333,12.48890243,12.48814338,98.3824283,2.03846E+11,1.16484E+11,309.2166662,5.445335273,236.7147067,0,0,0,1,
25/11/2018,4009.969971,4347.689941,4413.089844,3795.159912,3880.76001,3880.76001,4679500000,-100,8.412243294,8.803926741,99.56919915,2.00463E+11,1.11805E+11,360.6688771,6.801357595,263.9443657,0,0,0,0,
26/11/2018,3779.129883,3880.780029,4120.870117,3585.060059,4009.969971,4009.969971,6825640000,-100,17.37901089,16.74348686,99.75657162,2.04463E+11,1.1863E+11,389.859074,7.066470467,283.3633437,0,0,0,0,
27/11/2018,3820.719971,4015.070068,4107.140137,3643.919922,3779.129883,3779.129883,6476900000,-83.33333333,14.36410624,14.17185384,99.75657162,2.01767E+11,1.12153E+11,402.0859308,7.838054586,296.2102631,-1,0,0,0,
28/11/2018,4257.419922,3765.949951,3862.959961,3661.01001,3820.719971,3820.719971,5998720000,-66.66666667,17.45990927,16.85607926,99.75657162,2.05257E+11,1.18152E+11,368.7299342,7.576514005,289.4773837,0,0,0,0,
29/11/2018,4278.84668,3822.469971,4385.899902,3822.469971,4257.419922,4257.419922,7280280000,-50,43.29105242,39.88648044,79.32243516,2.09217E+11,1.25432E+11,401.4716005,7.26191986,309.1704228,0,0,0,0,
30/11/2018,4017.268555,4269.004395,4413.020508,4145.765137,4278.84668,4278.84668,6503347767,-16.66666667,44.31707122,40.82475762,81.08159641,2.0919E+11,1.31936E+11,379.1022289,7.155584518,306.1764905,0,0,0,0,
01/12/2018,4214.671875,4289.088867,4322.976563,3942.822021,4017.268555,4017.268555,6048016717,-16.66666667,35.03183724,33.39979108,20.34216315,2.05511E+11,1.25888E+11,379.2776142,7.753044955,311.460637,-1,0,0,0,
02/12/2018,4139.87793,4024.464355,4309.377441,3969.710693,4214.671875,4214.671875,5375314093,66.66666667,45.39291777,42.59242396,20.34216315,2.07889E+11,1.31263E+11,372.6758032,7.437716826,313.4753592,0,0,0,0,
03/12/2018,3894.130859,4200.733398,4301.519531,4110.978516,4139.87793,4139.87793,5262697895,50,42.32400558,40.14316495,20.34216315,2.04222E+11,1.26E+11,342.3200053,7.359983552,304.6943347,0,0,0,0,
04/12/2018,3956.893799,4147.32373,4155.979492,3840.446289,3894.130859,3894.130859,5089570994,33.33333333,33.41642919,32.89263544,88.57641601,2.00865E+11,1.20911E+11,337.8555383,7.844331652,305.4685396,0,0,0,0,
05/12/2018,3753.994873,3886.294922,4075.627686,3832.75,3956.893799,3956.893799,5028069239,16.66666667,37.45093013,36.31971981,89.10730257,2.00977E+11,1.25939E+11,322.0258961,7.606920468,300.9977643,0,0,0,0,
06/12/2018,3521.101807,3958.894775,3969.535889,3753.994873,3753.994873,3753.994873,5302481574,-100,30.32314366,30.45398976,94.41715458,1.95674E+11,1.20636E+11,304.2784161,7.855463867,294.8937108,-1,0,0,0,
07/12/2018,3419.937256,3754.074463,3874.966064,3521.101807,3521.101807,3521.101807,5878333109,-100,24.02498893,25.03876909,98.5622587,1.89796E+11,1.14758E+11,312.542723,8.494667555,299.1058927,0,0,0,0,
08/12/2018,3476.114746,3512.590332,3512.590332,3280.22876,3419.937256,3419.937256,6835615448,-100,21.67799845,22.96895305,99.43302799,1.9118E+11,1.07922E+11,300.597777,8.624322076,294.9464037,0,0,0,1,
09/12/2018,3614.234375,3421.9104,3506.043457,3350.650635,3476.114746,3476.114746,5305024497,-83.33333333,26.46493668,26.88464169,99.43302799,1.94442E+11,1.13227E+11,276.3969512,8.198184226,284.9782908,0,0,0,0,
10/12/2018,3502.656006,3473.227539,3685.305664,3469.094238,3614.234375,3614.234375,4947372847,-66.66666667,37.69914273,36.18883799,28.8487967,1.96137E+11,1.18175E+11,266.3660303,7.748982019,280.0663719,0,0,0,0,
11/12/2018,3424.588135,3612.046387,3647.33252,3470.144531,3502.656006,3502.656006,5020968740,-50,32.83612681,32.31337201,28.8487967,1.92958E+11,1.13154E+11,251.5030233,7.786031955,272.7179159,0,0,0,0,
12/12/2018,3486.950195,3497.554688,3513.185059,3392.25,3424.588135,3424.588135,4696765188,-33.33333333,29.62734275,29.71575469,39.16520404,1.90773E+11,1.08457E+11,229.7416958,7.646942433,261.8762832,0,0,0,0,
13/12/2018,3313.677246,3421.458252,3534.228516,3413.481445,3486.950195,3486.950195,4139364829,-16.66666667,35.65479937,34.61433619,8.282443324,1.91671E+11,1.12596E+11,211.5759249,7.221084646,251.7956252,0,0,0,0,
14/12/2018,3242.484863,3487.879395,3489.739502,3298.13208,3313.677246,3313.677246,4343372456,33.33333333,27.73449371,28.23521861,73.28231059,1.88032E+11,1.08253E+11,208.2478411,7.468937057,247.4964678,-1,0,0,0,
15/12/2018,3236.761719,3311.751953,3329.555908,3206.542236,3242.484863,3242.484863,4372763663,-83.33333333,24.99675733,25.94339612,87.4295687,1.86215E+11,1.0388E+11,194.0421462,7.358703265,238.6048395,0,0,0,0,
16/12/2018,3252.839111,3243.997559,3275.37793,3191.303467,3236.761719,3236.761719,3551763561,-100,24.76096946,25.74738938,89.31267551,1.86504E+11,1.00328E+11,175.714199,7.030698434,227.5669555,0,0,0,0,
17/12/2018,3545.864746,3236.274658,3305.753174,3233.819824,3252.839111,3252.839111,3744248994,-83.33333333,27.07969017,27.54154832,18.52735118,1.8474E+11,1.04073E+11,158.4173908,6.654195363,216.4502693,1,0,0,0,
18/12/2018,3696.059082,3253.123047,3597.917969,3253.123047,3545.864746,3545.864746,5409247918,33.33333333,56.44015065,52.13442212,85.53284877,1.88516E+11,1.09482E+11,189.5276352,6.363413209,225.6380256,0,0,0,0,
19/12/2018,3745.950684,3544.761475,3701.349365,3487.169189,3696.059082,3696.059082,5911325473,50,65.08656626,60.21023635,91.0785465,1.94135E+11,1.15393E+11,193.636392,6.082684361,224.8196078,0,0,0,0,
20/12/2018,4134.441406,3706.824951,3949.322998,3687.22998,3745.950684,3745.950684,6810689119,66.66666667,67.6464859,62.65225026,96.85647987,1.90376E+11,1.22204E+11,205.0458296,6.072743968,227.4819942,0,0,0,0,
21/12/2018,3896.543701,3742.195068,4191.228516,3728.974609,4134.441406,4134.441406,8927129279,83.33333333,80.80049708,76.02133687,98.61126967,1.9711E+11,1.31131E+11,247.9138424,5.907724708,244.2514165,0,0,0,0,
22/12/2018,4014.182617,4133.703613,4198.429688,3850.946289,3896.543701,3896.543701,7206015706,100,62.2134012,60.53921527,98.65593958,1.91795E+11,1.23925E+11,264.5087684,6.457649362,251.6251295,0,0,0,0,
23/12/2018,3998.980225,3898.08374,4014.182617,3855.739014,4014.182617,4014.182617,5605823233,83.33333333,66.75184595,64.68803366,98.65593958,1.97401E+11,1.29531E+11,246.8312409,6.102594963,244.9693062,0,0,0,0,
24/12/2018,4078.599121,4020.994629,4085.723633,3976.405762,3998.980225,3998.980225,6151275490,66.66666667,65.53128324,63.67864084,99.41004185,1.9379E+11,1.2338E+11,223.9123459,5.883497911,235.279918,0,0,0,0,
25/12/2018,3815.490723,4000.331787,4271.79248,4000.331787,4078.599121,4078.599121,7240968501,100,69.0840366,66.84018572,99.84944294,1.90725E+11,1.30621E+11,232.0623309,5.834375779,237.9607992,0,0,0,0,
26/12/2018,3857.297607,4081.030518,4089.561523,3760.020508,3815.490723,3815.490723,6158207293,83.33333333,49.0398355,50.04562284,31.64844842,1.8664E+11,1.24462E+11,248.3087784,6.408146712,244.5022433,-1,0,0,0,
27/12/2018,3654.833496,3819.666748,3893.359619,3769.86377,3857.297607,3857.297607,5326547918,66.66666667,51.71130871,52.26889403,31.64844842,1.88855E+11,1.29789E+11,227.5066236,6.114615813,235.8589294,0,0,0,0,
28/12/2018,3923.918701,3854.688477,3874.416992,3645.448486,3654.833496,3654.833496,5130222366,-50,39.6361477,41.76638984,71.069621,1.84146E+11,1.24659E+11,227.7502706,6.439876306,235.3667563,0,0,0,0,
29/12/2018,3820.408691,3653.131836,3956.135986,3642.63208,3923.918701,3923.918701,5631554348,-66.66666667,56.01641654,55.59964902,2.67060459,1.8862E+11,1.3029E+11,242.0425432,6.140493717,240.9479813,1,0,0,0,
30/12/2018,3865.952637,3932.491699,3963.758789,3820.408691,3820.408691,3820.408691,4991655917,-66.66666667,49.78079586,50.24330661,9.915055106,1.83628E+11,1.25299E+11,225.5938023,6.124389373,233.9767039,0,0,0,0,
31/12/2018,3742.700439,3822.384766,3901.908936,3797.219238,3865.952637,3865.952637,4770578575,-66.66666667,52.56858543,52.58796701,24.34591354,1.85122E+11,1.30069E+11,205.4431181,5.813364489,224.7419177,0,0,0,0,
01/01/2019,3843.52002,3866.839111,3868.74292,3725.867432,3742.700439,3742.700439,4661840806,-50,44.53926992,45.77730307,74.07481174,1.81558E+11,1.25407E+11,195.0151798,5.848566274,218.8943156,-1,0,0,0,
02/01/2019,3943.409424,3746.713379,3850.913818,3707.231201,3843.52002,3843.52002,4324200990,16.66666667,51.77027228,51.74176789,80.70134728,1.85437E+11,1.29732E+11,186.4597527,5.555377632,213.5220515,0,0,0,0,
03/01/2019,3836.741211,3849.216309,3947.981201,3817.409424,3943.409424,3943.409424,5244856836,16.66666667,58.24313751,57.18556479,50.66341965,1.90315E+11,1.34976E+11,177.1450902,5.264404721,207.5970319,0,0,0,0,
04/01/2019,3857.717529,3931.048584,3935.685059,3826.2229,3836.741211,3836.741211,4530215219,16.66666667,49.69634693,50.13912647,50.66341965,1.86655E+11,1.30446E+11,167.1519957,5.242447362,201.1391384,0,0,0,0,
05/01/2019,3845.19458,3832.040039,3865.93457,3783.85376,3857.717529,3857.717529,4847965467,-50,51.37998554,51.50993575,33.6070831,1.90533E+11,1.35294E+11,152.9734648,4.993496042,192.6349721,0,0,0,1,
06/01/2019,4076.632568,3851.973877,3904.903076,3836.900146,3845.19458,3845.19458,5137609824,16.66666667,50.17685869,50.54211548,34.14715003,1.86648E+11,1.30157E+11,138.811709,4.778241505,183.7326834,0,0,0,0,
07/01/2019,4025.248291,3836.519043,4093.297363,3826.513184,4076.632568,4076.632568,5597027440,83.33333333,67.20673191,64.8015443,88.84479179,1.91546E+11,1.35754E+11,160.1404541,4.652490259,189.6649331,1,0,0,0,
08/01/2019,4030.8479,4078.584961,4092.613525,4020.894043,4025.248291,4025.248291,5228625637,83.33333333,61.5973005,60.29841047,88.84479179,1.86952E+11,1.30525E+11,145.4036255,4.502585803,181.2402581,0,0,0,0,
09/01/2019,4035.296387,4028.472168,4109.020996,3996.955322,4030.8479,4030.8479,5306593305,66.66666667,62.01193172,60.64609994,32.78638277,1.84856E+11,1.35832E+11,139.8473002,4.373750156,176.2992163,0,0,0,0,
10/01/2019,3678.924561,4031.552002,4068.403564,4022.662842,4035.296387,4035.296387,5115905225,66.66666667,62.39895398,60.96295591,32.78638277,1.82566E+11,1.40947E+11,124.1628706,4.13782765,166.9736097,0,0,-1,0,
11/01/2019,3687.365479,4034.411377,4064.06665,3659.174561,3678.924561,3678.924561,6874143796,-33.33333333,31.52414061,34.78609086,93.02210061,1.76362E+11,1.34073E+11,170.9510738,5.000586008,183.9677868,0,0,0,0,
12/01/2019,3661.301025,3674.015381,3713.881836,3653.069824,3687.365479,3687.365479,5538712865,-50,32.47379793,35.5508104,93.23732015,1.77071E+11,1.39612E+11,152.5945635,4.750571831,175.1709457,0,0,0,0,
13/01/2019,3552.953125,3686.973145,3698.978271,3653.810791,3661.301025,3661.301025,4778170883,-50,30.88657001,34.10986451,93.23732015,1.73877E+11,1.34834E+11,134.6900496,4.530766052,165.8849839,0,0,0,0,
14/01/2019,3706.052246,3658.868164,3674.76001,3544.927246,3552.953125,3552.953125,4681302466,-83.33333333,24.83213751,28.50637208,97.88696248,1.69775E+11,1.30153E+11,133.880502,4.596453136,163.3098253,0,0,0,0,
15/01/2019,3630.675293,3557.311035,3727.836182,3552.285156,3706.052246,3706.052246,5651384490,-83.33333333,43.58384072,43.74204729,18.47403202,1.74024E+11,1.35804E+11,140.8255892,4.430164117,164.1841968,0,0,0,0,
16/01/2019,3655.006836,3704.216309,3720.15332,3619.949219,3630.675293,3630.675293,5537192302,-66.66666667,37.98534082,38.97163743,18.47403202,1.69672E+11,1.30267E+11,134.0553413,4.396267281,159.61419,0,0,0,0,
17/01/2019,3678.563965,3631.509766,3685.7771,3624.67334,3655.006836,3655.006836,5394457145,-50,40.92477589,41.37924584,18.47403202,1.69633E+11,1.35661E+11,121.8967444,4.174485508,152.5777307,0,0,0,0,
18/01/2019,3657.839355,3651.871094,3680.135986,3621.960938,3678.563965,3678.563965,5464420383,16.66666667,44.00816386,43.88000162,29.9644787,1.74802E+11,1.41126E+11,111.2764618,3.964446,145.834682,0,0,0,0,
19/01/2019,3728.568359,3677.990479,3682.52002,3637.080811,3657.839355,3657.839355,5002961727,16.66666667,41.7098634,42.03928885,4.158332623,1.74371E+11,1.36123E+11,100.3035863,3.790860212,138.6635768,0,0,0,0,
20/01/2019,3601.013672,3652.37793,3758.533447,3652.37793,3728.568359,3728.568359,5955691380,100,51.98023233,50.3345775,92.3761234,1.76964E+11,1.42078E+11,101.2789082,3.656673538,136.3415725,1,0,0,0,
21/01/2019,3576.032471,3725.446045,3743.387939,3583.019531,3601.013672,3601.013672,5582489560,83.33333333,37.63128247,38.68549695,28.5199212,1.72634E+11,1.36496E+11,111.1271582,3.833858676,138.0577751,0,0,0,0,
22/01/2019,3604.577148,3600.372803,3608.84082,3558.537109,3576.032471,3576.032471,5004347059,-33.33333333,35.33867202,36.74256166,50.48676081,1.71111E+11,1.31491E+11,100.989917,3.685358808,131.7896276,0,0,0,0,
23/01/2019,3585.123047,3575.081299,3620.746582,3539.721436,3604.577148,3604.577148,5313623556,-50,40.32379121,40.71205579,66.37163311,1.74304E+11,1.36805E+11,97.66245523,3.555579143,128.1635933,1,0,0,0,
24/01/2019,3600.865479,3605.557129,3623.067871,3565.313965,3585.123047,3585.123047,5433755649,-50,37.93210007,38.77726691,54.16781956,1.72597E+11,1.31371E+11,91.0110304,3.434591458,123.1343299,0,0,0,0,
25/01/2019,3599.765869,3584.500244,3616.087402,3569.092773,3600.865479,3600.865479,5262869046,-50,41.31222877,41.4061427,54.16781956,1.74451E+11,1.36634E+11,83.67496348,3.268541425,117.6957798,0,0,0,0,
26/01/2019,3602.460449,3607.390381,3612.927734,3575.597412,3599.765869,3599.765869,5265847539,-50,41.12450695,41.26175889,54.16781956,1.76004E+11,1.31368E+11,75.95085661,3.110074213,111.95539,0,-1,0,0,
27/01/2019,3583.96582,3599.715332,3654.933105,3593.345947,3602.460449,3602.460449,5098183235,-33.33333333,41.90082556,41.84154265,86.73135493,1.72414E+11,1.36467E+11,73.55690688,3.007879217,108.3576592,0,0,0,0,
28/01/2019,3470.450439,3604.687256,3612.671387,3567.24585,3583.96582,3583.96582,5570752966,66.66666667,37.79606525,38.77664052,12.56864303,1.70945E+11,1.30896E+11,68.86834525,2.897977068,103.8625076,-1,0,0,0,
29/01/2019,3448.116943,3584.283203,3586.750977,3439.23291,3470.450439,3470.450439,6908930483,-33.33333333,21.95490219,25.43525573,85.93544857,1.6696E+11,1.23987E+11,81.97663211,3.082618918,106.9807618,0,0,0,0,
30/01/2019,3486.181641,3468.870117,3476.06543,3400.819824,3448.116943,3448.116943,5897159493,-50,19.97803915,23.57357592,90.64609616,1.68476E+11,1.1809E+11,80.85479434,3.03684494,104.7139649,0,0,0,1,
