Date,Open,High,Low,Close,Adj Close,Volume,AROONOSC,RSI,RSI1,DX,ADOSC,OBV,ATR,TRANGE,CDLENGULFING,CDLHANGINGMAN,CDLSHOOTINGSTAR,CDLHAMMER,Open_lag1,High_lag1,Low_lag1,Close_lag1,Adj Close_lag1,Volume_lag1,AROONOSC_lag1,RSI_lag1,RSI1_lag1,DX_lag1,ADOSC_lag1,OBV_lag1,ATR_lag1,TRANGE_lag1,CDLENGULFING_lag1,CDLHANGINGMAN_lag1,CDLSHOOTINGSTAR_lag1,CDLHAMMER_lag1
2014-10-29,357.0889892578125,357.8330078125,335.3429870605469,335.59100341796875,335.59100341796875,18192700,-100.0,24.121721559710004,12.154487937346964,69.19966788973318,-10126445.017572451,24601318.0,14.989550599286366,17.643872801318846,0,0,0,0,353.2149963378906,359.9840087890625,352.6789855957031,357.6180114746094,357.6180114746094,7845880.0,-50.0,40.153968168244084,67.75802663881613,48.54731176696577,-4975634.025752762,42794018.0,13.489456568753013,17.271092189731593,0.0,0.0,0.0,0.0
2014-10-30,335.7090148925781,350.9129943847656,335.0719909667969,345.30499267578125,345.30499267578125,30177900,-100.0,37.357722958387654,49.039378645150364,69.42984103245135,-6067465.64648729,54779218.0,15.131459402400097,17.51509641679384,0,0,0,0,357.0889892578125,357.8330078125,335.3429870605469,335.59100341796875,335.59100341796875,18192700.0,-100.0,24.121721559710004,12.154487937346964,69.19966788973318,-10126445.017572451,24601318.0,14.989550599286366,17.643872801318846,0.0,0.0,0.0,0.0
2014-10-31,345.0090026855469,348.0450134277344,337.1419982910156,338.3210144042969,338.3210144042969,12545400,-33.333333333333336,32.47096295731808,30.577758131389565,69.42984103245132,-7690920.3793730475,42233818.0,14.426718691453205,17.042804896788475,0,0,0,0,335.7090148925781,350.9129943847656,335.0719909667969,345.30499267578125,345.30499267578125,30177900.0,-100.0,37.357722958387654,49.039378645150364,69.42984103245135,-6067465.64648729,54779218.0,15.131459402400097,17.51509641679384,0.0,0.0,0.0,0.0
2014-11-01,338.6499938964844,340.52899169921875,321.05499267578125,325.7489929199219,325.7489929199219,16677200,-66.66666666666667,25.317132941927266,12.982159753918946,81.34616084654279,-9902987.357844446,25556618.0,15.267932080117255,17.216461620120548,0,0,0,0,345.0090026855469,348.0450134277344,337.1419982910156,338.3210144042969,338.3210144042969,12545400.0,-33.333333333333336,32.47096295731808,30.577758131389565,69.42984103245132,-7690920.3793730475,42233818.0,14.426718691453205,17.042804896788475,0.0,0.0,0.0,0.0
2014-11-02,326.07501220703125,329.04998779296875,320.6260070800781,325.8919982910156,325.8919982910156,8603620,-83.33333333333334,25.541050851876633,14.10659755316605,81.57597549036915,-7723213.591403596,34160238.0,14.127273518912816,16.588427269604125,0,0,0,0,338.6499938964844,340.52899169921875,321.05499267578125,325.7489929199219,325.7489929199219,16677200.0,-66.66666666666667,25.317132941927266,12.982159753918946,81.34616084654279,-9902987.357844446,25556618.0,15.267932080117255,17.216461620120548,0.0,0.0,0.0,0.0
2014-11-03,325.5690002441406,334.00201416015625,325.4809875488281,327.5539855957031,327.5539855957031,12948500,-83.33333333333334,28.529535658328285,33.94610608262531,55.10568686432341,-8265805.688977588,47108738.0,13.192899034315367,16.012184365441552,100,0,0,0,326.07501220703125,329.04998779296875,320.6260070800781,325.8919982910156,325.8919982910156,8603620.0,-83.33333333333334,25.541050851876633,14.10659755316605,81.57597549036915,-7723213.591403596,34160238.0,14.127273518912816,16.588427269604125,0.0,0.0,0.0,0.0
2014-11-04,327.1610107421875,331.7669982910156,325.0769958496094,330.49200439453125,330.49200439453125,15655500,-66.66666666666667,34.13720527677198,63.63942373921763,55.737382853363535,-3129816.9354742765,62764238.0,12.10908293549718,15.346314228010458,0,0,0,0,325.5690002441406,334.00201416015625,325.4809875488281,327.5539855957031,327.5539855957031,12948500.0,-83.33333333333334,28.529535658328285,33.94610608262531,55.10568686432341,-8265805.688977588,47108738.0,13.192899034315367,16.012184365441552,100.0,0.0,0.0,0.0
2014-11-05,330.6830139160156,343.3689880371094,330.6830139160156,339.4859924316406,339.4859924316406,19817200,-50.0,48.87330405129518,90.3096629937819,4.880257030849712,1617069.6624277756,82581438.0,12.237066386677336,15.169933471908148,0,0,0,0,327.1610107421875,331.7669982910156,325.0769958496094,330.49200439453125,330.49200439453125,15655500.0,-66.66666666666667,34.13720527677198,63.63942373921763,55.737382853363535,-3129816.9354742765,62764238.0,12.10908293549718,15.346314228010458,0.0,0.0,0.0,0.0
2014-11-06,339.4580078125,352.96600341796875,338.42401123046875,349.2900085449219,349.2900085449219,18797000,66.66666666666667,60.44870480567788,96.27166854218373,20.79418289734214,5979765.57902153,101378438.0,12.621220686814446,15.125080523021852,0,0,0,0,330.6830139160156,343.3689880371094,330.6830139160156,339.4859924316406,339.4859924316406,19817200.0,-50.0,48.87330405129518,90.3096629937819,4.880257030849712,1617069.6624277756,82581438.0,12.237066386677336,15.169933471908148,0.0,0.0,0.0,0.0
2014-11-07,349.8179931640625,352.73199462890625,341.7760009765625,342.4150085449219,342.4150085449219,16834200,66.66666666666667,50.77508715294204,51.678844810212674,20.79418289734214,214550.05463773385,84544238.0,12.343682847735996,14.827288603687702,0,0,0,0,339.4580078125,352.96600341796875,338.42401123046875,349.2900085449219,349.2900085449219,18797000.0,66.66666666666667,60.44870480567788,96.27166854218373,20.79418289734214,5979765.57902153,101378438.0,12.621220686814446,15.125080523021852,0.0,0.0,0.0,0.0
2014-11-08,342.15399169921875,347.0320129394531,342.15399169921875,345.4880065917969,345.4880065917969,8535470,66.66666666666667,54.66637364625446,65.8285976613541,20.794182897342147,-5797.13725092262,93079708.0,11.099405913152394,14.116626649155322,0,0,0,0,349.8179931640625,352.73199462890625,341.7760009765625,342.4150085449219,342.4150085449219,16834200.0,66.66666666666667,50.77508715294204,51.678844810212674,20.79418289734214,214550.05463773385,84544238.0,12.343682847735996,14.827288603687702,0.0,0.0,0.0,0.0
2014-11-09,345.3760070800781,363.6260070800781,344.2550048828125,363.2640075683594,363.2640075683594,24205600,83.33333333333334,70.72857685150258,92.21211720767748,54.253789889793026,8819379.055736262,117285308.0,12.478005293837933,14.491939188306057,0,0,0,0,342.15399169921875,347.0320129394531,342.15399169921875,345.4880065917969,345.4880065917969,8535470.0,66.66666666666667,54.66637364625446,65.8285976613541,20.794182897342147,-5797.13725092262,93079708.0,11.099405913152394,14.116626649155322,0.0,0.0,0.0,0.0
2014-11-10,362.2650146484375,374.8160095214844,357.5610046386719,366.92401123046875,366.92401123046875,30450100,100.0,73.08477280487905,94.09087421255845,65.90787777126931,10229645.868937334,147735408.0,13.27417189200036,14.689301023627946,0,0,0,0,345.3760070800781,363.6260070800781,344.2550048828125,363.2640075683594,363.2640075683594,24205600.0,83.33333333333334,70.72857685150258,92.21211720767748,54.253789889793026,8819379.055736262,117285308.0,12.478005293837933,14.491939188306057,0.0,0.0,0.0,0.0
2014-11-11,365.85699462890625,371.30999755859375,363.7349853515625,367.69500732421875,367.69500732421875,15838900,83.33333333333334,73.62151933955087,94.6360500238245,65.90787777126931,8891754.313782126,163574308.0,12.32431194450551,14.181137536728183,0,0,0,0,362.2650146484375,374.8160095214844,357.5610046386719,366.92401123046875,366.92401123046875,30450100.0,100.0,73.08477280487905,94.09087421255845,65.90787777126931,10229645.868937334,147735408.0,13.27417189200036,14.689301023627946,0.0,0.0,0.0,0.0
2014-11-12,367.9849853515625,429.7179870605469,367.9849853515625,423.5610046386719,423.5610046386719,45783200,100.0,90.35167170248837,99.62673166535656,88.30386319147782,20841736.853567287,209357508.0,20.607423243142613,17.59841197955675,0,0,0,0,365.85699462890625,371.30999755859375,363.7349853515625,367.69500732421875,367.69500732421875,15838900.0,83.33333333333334,73.62151933955087,94.6360500238245,65.90787777126931,8891754.313782126,163574308.0,12.32431194450551,14.181137536728183,0.0,0.0,0.0,0.0
2014-11-13,427.27301025390625,457.0929870605469,401.12298583984375,420.7349853515625,420.7349853515625,58945000,100.0,87.00210455634412,91.05557830482304,91.45937022200378,12998598.048822645,150412508.0,26.5011862394027,20.339239782495778,0,0,0,0,367.9849853515625,429.7179870605469,367.9849853515625,423.5610046386719,423.5610046386719,45783200.0,100.0,90.35167170248837,99.62673166535656,88.30386319147782,20841736.853567287,209357508.0,20.607423243142613,17.59841197955675,0.0,0.0,0.0,0.0
2014-11-14,418.4169921875,419.25201416015625,384.78900146484375,397.8179931640625,397.8179931640625,29589200,83.33333333333334,63.936490106608034,38.01384675791408,60.46239975670339,5906164.602018643,120823308.0,28.075319180622042,21.454007218511702,0,0,0,0,427.27301025390625,457.0929870605469,401.12298583984375,420.7349853515625,420.7349853515625,58945000.0,100.0,87.00210455634412,91.05557830482304,91.45937022200378,12998598.048822645,150412508.0,26.5011862394027,20.339239782495778,0.0,0.0,0.0,0.0
2014-11-15,399.6499938964844,405.52801513671875,371.00799560546875,376.13299560546875,376.13299560546875,15727500,66.66666666666667,49.14275659911475,18.08108708243691,37.86463307245277,-1119892.5502813198,105095808.0,29.1494359057267,22.387293812278724,0,0,0,0,418.4169921875,419.25201416015625,384.78900146484375,397.8179931640625,397.8179931640625,29589200.0,83.33333333333334,63.936490106608034,38.01384675791408,60.46239975670339,5906164.602018643,120823308.0,28.075319180622042,21.454007218511702,0.0,0.0,0.0,0.0
2014-11-16,374.7300109863281,390.79901123046875,374.60198974609375,387.8819885253906,387.8819885253906,11905600,50.0,55.79306672554121,47.76226834726286,37.86463307245278,322375.2254685685,117001408.0,26.99070016883475,21.945131503142743,0,0,0,0,399.6499938964844,405.52801513671875,371.00799560546875,376.13299560546875,376.13299560546875,15727500.0,66.66666666666667,49.14275659911475,18.08108708243691,37.86463307245277,-1119892.5502813198,105095808.0,29.1494359057267,22.387293812278724,0.0,0.0,0.0,0.0
2014-11-17,388.3489990234375,410.1990051269531,377.50201416015625,387.4079895019531,387.4079895019531,41518800,33.333333333333336,55.4420832474481,46.40559847957264,51.66367745355417,-5628580.126668394,75482608.0,27.94174863516177,22.713121464832323,0,0,0,0,374.7300109863281,390.79901123046875,374.60198974609375,387.8819885253906,387.8819885253906,11905600.0,50.0,55.79306672554121,47.76226834726286,37.86463307245278,322375.2254685685,117001408.0,26.99070016883475,21.945131503142743,0.0,0.0,0.0,0.0
2014-11-18,387.7850036621094,392.4020080566406,371.11700439453125,375.197998046875,375.197998046875,32222500,16.666666666666668,46.41610482070654,18.838180335952963,39.433869363299394,-13541516.099820524,43260108.0,26.832291139653037,22.611113050352113,0,0,0,0,388.3489990234375,410.1990051269531,377.50201416015625,387.4079895019531,387.4079895019531,41518800.0,33.333333333333336,55.4420832474481,46.40559847957264,51.66367745355417,-5628580.126668394,75482608.0,27.94174863516177,22.713121464832323,0.0,0.0,0.0,0.0
2014-11-19,373.89599609375,386.4809875488281,373.89599609375,380.55499267578125,380.55499267578125,18931800,-33.333333333333336,50.64631039256072,46.64859326713183,39.4338693632994,-12426148.849446395,62191908.0,24.45774119222388,21.89496150783254,0,0,0,0,387.7850036621094,392.4020080566406,371.11700439453125,375.197998046875,375.197998046875,32222500.0,16.666666666666668,46.41610482070654,18.838180335952963,39.433869363299394,-13541516.099820524,43260108.0,26.832291139653037,22.611113050352113,0.0,0.0,0.0,0.0
2014-11-20,380.3070068359375,382.0249938964844,356.781005859375,357.8399963378906,357.8399963378906,25233200,-100.0,36.13210744076833,11.943182552308118,6.336236903142009,-18599842.261828437,36958708.0,24.58878233303813,22.134177688495175,0,0,0,0,373.89599609375,386.4809875488281,373.89599609375,380.55499267578125,380.55499267578125,18931800.0,-33.333333333333336,50.64631039256072,46.64859326713183,39.4338693632994,-12426148.849446395,62191908.0,24.45774119222388,21.89496150783254,0.0,0.0,0.0,0.0
2014-11-21,357.8789978027344,357.8789978027344,344.11199951171875,350.8479919433594,350.8479919433594,29850100,-66.66666666666667,32.673427739800736,8.191411090745694,12.180580911575161,-16770621.674523368,7108608.0,22.78515165936771,21.536522017246636,0,0,0,0,380.3070068359375,382.0249938964844,356.781005859375,357.8399963378906,357.8399963378906,25233200.0,-100.0,36.13210744076833,11.943182552308118,6.336236903142009,-18599842.261828437,36958708.0,24.58878233303813,22.134177688495175,0.0,0.0,0.0,0.0
2014-11-22,351.60400390625,364.84100341796875,350.87799072265625,352.9200134277344,352.9200134277344,15273000,-66.66666666666667,34.88978609789544,22.60163275571448,0.6256625624541167,-17257182.565850742,22381608.0,21.319794961907988,20.997699835629685,0,0,0,0,357.8789978027344,357.8789978027344,344.11199951171875,350.8479919433594,350.8479919433594,29850100.0,-66.66666666666667,32.673427739800736,8.191411090745694,12.180580911575161,-16770621.674523368,7108608.0,22.78515165936771,21.536522017246636,0.0,0.0,0.0,0.0
2014-11-23,353.17498779296875,370.8450012207031,353.17498779296875,367.572998046875,367.572998046875,15151600,-66.66666666666667,49.10725889709799,75.96309535726141,9.067303003662307,-10451557.063473053,37533208.0,20.753993767084783,20.778220404011048,0,0,0,0,351.60400390625,364.84100341796875,350.87799072265625,352.9200134277344,352.9200134277344,15273000.0,-66.66666666666667,34.88978609789544,22.60163275571448,0.6256625624541167,-17257182.565850742,22381608.0,21.319794961907988,20.997699835629685,0.0,0.0,0.0,0.0
2014-11-24,366.947998046875,387.2090148925781,366.66900634765625,376.9010009765625,376.9010009765625,30930100,-50.0,56.382937750056264,87.1993355552699,30.85225067087209,-6884006.170820646,68463308.0,20.718329563390963,20.761205271218962,0,0,0,0,353.17498779296875,370.8450012207031,353.17498779296875,367.572998046875,367.572998046875,15151600.0,-66.66666666666667,49.10725889709799,75.96309535726141,9.067303003662307,-10451557.063473053,37533208.0,20.753993767084783,20.778220404011048,0.0,0.0,0.0,0.0
2014-11-25,376.885986328125,394.70098876953125,374.78399658203125,375.3479919433594,375.3479919433594,25442200,66.66666666666667,54.81726288646692,75.45459400412643,38.89493995586256,-13866699.121254861,43021108.0,20.584773334075802,20.70090433666761,0,0,0,0,366.947998046875,387.2090148925781,366.66900634765625,376.9010009765625,376.9010009765625,30930100.0,-50.0,56.382937750056264,87.1993355552699,30.85225067087209,-6884006.170820646,68463308.0,20.718329563390963,20.761205271218962,0.0,0.0,0.0,0.0
2014-11-26,376.0190124511719,377.697998046875,365.8160095214844,368.3699951171875,368.3699951171875,18601700,66.66666666666667,47.678620992238336,34.1366815620975,19.01147593878991,-16927961.02115483,24419408.0,19.13430919929494,20.07098177871925,0,0,0,0,376.885986328125,394.70098876953125,374.78399658203125,375.3479919433594,375.3479919433594,25442200.0,66.66666666666667,54.81726288646692,75.45459400412643,38.89493995586256,-13866699.121254861,43021108.0,20.584773334075802,20.70090433666761,0.0,0.0,0.0,0.0
2014-11-27,370.50201416015625,373.99200439453125,368.2820129394531,369.6700134277344,369.6700134277344,8748030,66.66666666666667,49.15879917004541,45.29776708746533,19.011475938789903,-16144855.346925862,33167438.0,16.896922908592135,19.045196755602028,0,0,0,0,376.0190124511719,377.697998046875,365.8160095214844,368.3699951171875,368.3699951171875,18601700.0,66.66666666666667,47.678620992238336,34.1366815620975,19.01147593878991,-16927961.02115483,24419408.0,19.13430919929494,20.07098177871925,0.0,0.0,0.0,0.0
2014-11-28,369.3739929199219,382.8380126953125,358.4549865722656,376.4469909667969,376.4469909667969,22946500,50.0,56.803360963334214,80.22882912227102,2.9182358261997026,-8724139.375129238,56113938.0,18.144606777667924,19.42647028184809,100,0,0,0,370.50201416015625,373.99200439453125,368.2820129394531,369.6700134277344,369.6700134277344,8748030.0,66.66666666666667,49.15879917004541,45.29776708746533,19.011475938789903,-16144855.346925862,33167438.0,16.896922908592135,19.045196755602028,0.0,0.0,0.0,0.0
2014-11-29,376.1520080566406,387.60101318359375,372.1449890136719,375.4909973144531,375.4909973144531,15375600,33.333333333333336,55.393438187242225,67.98137937678639,7.044092036418418,-8616858.458890215,40738338.0,17.696509676376916,19.142866988139076,0,0,0,0,369.3739929199219,382.8380126953125,358.4549865722656,376.4469909667969,376.4469909667969,22946500.0,50.0,56.803360963334214,80.22882912227102,2.9182358261997026,-8724139.375129238,56113938.0,18.144606777667924,19.42647028184809,100.0,0.0,0.0,0.0
2014-11-30,375.510009765625,382.5270080566406,373.3089904785156,378.0469970703125,378.0469970703125,9194440,-50.0,58.68369511511658,82.37153525789614,7.044092036418418,-6851976.358363345,49932778.0,16.283427660001596,18.43394917313807,0,0,0,0,376.1520080566406,387.60101318359375,372.1449890136719,375.4909973144531,375.4909973144531,15375600.0,33.333333333333336,55.393438187242225,67.98137937678639,7.044092036418418,-8616858.458890215,40738338.0,17.696509676376916,19.142866988139076,0.0,0.0,0.0,0.0
2014-12-01,378.2489929199219,383.6619873046875,376.66900634765625,379.2449951171875,379.2449951171875,11763000,-50.0,60.32948885705589,87.59691534264059,10.032393788929642,-6306353.674989775,61695778.0,14.735019876173205,17.61673715770187,0,0,0,0,375.510009765625,382.5270080566406,373.3089904785156,378.0469970703125,378.0469970703125,9194440.0,-50.0,58.68369511511658,82.37153525789614,7.044092036418418,-6851976.358363345,49932778.0,16.283427660001596,18.43394917313807,0.0,0.0,0.0,0.0
2014-12-02,379.25,384.0379943847656,377.8630065917969,381.31500244140625,381.31500244140625,12364100,16.666666666666668,63.35607433976909,93.8730588901262,11.167686301665412,-4419166.505173311,74059878.0,13.308347862305794,16.79946934593522,0,0,-100,0,378.2489929199219,383.6619873046875,376.66900634765625,379.2449951171875,379.2449951171875,11763000.0,-50.0,60.32948885705589,87.59691534264059,10.032393788929642,-6306353.674989775,61695778.0,14.735019876173205,17.61673715770187,0.0,0.0,0.0,0.0
2014-12-03,381.72198486328125,383.0260009765625,374.34600830078125,375.010009765625,375.010009765625,13340100,16.666666666666668,49.5412327899075,22.993902269429498,2.6243769064532523,-7432516.873414934,60719778.0,12.53695533121837,16.219506726638507,-100,0,0,0,379.25,384.0379943847656,377.8630065917969,381.31500244140625,381.31500244140625,12364100.0,16.666666666666668,63.35607433976909,93.8730588901262,11.167686301665412,-4419166.505173311,74059878.0,13.308347862305794,16.79946934593522,0.0,0.0,-100.0,0.0
2014-12-04,375.7179870605469,378.6549987792969,367.7590026855469,369.60400390625,369.60400390625,14529600,16.666666666666668,40.463211973826546,10.020044361188948,23.856010927693404,-10394855.415748283,46190178.0,12.263462124973643,15.839255967146471,0,0,0,0,381.72198486328125,383.0260009765625,374.34600830078125,375.010009765625,375.010009765625,13340100.0,16.666666666666668,49.5412327899075,22.993902269429498,2.6243769064532523,-7432516.873414934,60719778.0,12.53695533121837,16.219506726638507,-100.0,0.0,0.0,0.0
2014-12-05,369.4419860839844,379.1919860839844,365.7560119628906,376.85400390625,376.85400390625,15181800,-100.0,54.0219110371188,64.19961918133475,29.467697198968203,-5349437.329595476,61371978.0,12.45888079099366,15.667592978142705,100,0,0,0,375.7179870605469,378.6549987792969,367.7590026855469,369.60400390625,369.60400390625,14529600.0,16.666666666666668,40.463211973826546,10.020044361188948,23.856010927693404,-10394855.415748283,46190178.0,12.263462124973643,15.839255967146471,0.0,0.0,0.0,0.0
2014-12-06,376.7569885253906,378.447998046875,370.94500732421875,374.7850036621094,374.7850036621094,7009320,-50.0,50.113575914816586,47.77928489495619,29.467697198968203,-3066214.1645696014,54362658.0,11.632899112937425,15.084407102750816,0,0,0,0,369.4419860839844,379.1919860839844,365.7560119628906,376.85400390625,376.85400390625,15181800.0,-100.0,54.0219110371188,64.19961918133475,29.467697198968203,-5349437.329595476,61371978.0,12.45888079099366,15.667592978142705,100.0,0.0,0.0,0.0
